293,PL,계속영업기본주당손실,제거,,0,0,0,,,,,,,,,,
294,PL,중단영업기본주당이익,제거,,0,0,0,,,,,,,,,,
295,BS,미수금,금융자산,,0,0,0,,0,0,0,0,0,0,,,0
296,BS,장기매도가능금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
297,BS,선수금,기타부채,,0,3,1,,,,,,,,,,
298,BS,예수금,기타부채,,0,3,1,,,,,,,,,,
299,BS,미지급비용,금융부채,,0,3,1,,0,0,0,0,0,0,0,1,0
300,BS,파생상품금융부채,금융부채,,7,3,0,,0,0,0,0,0,0,0,1,0
301,PL,제품매출,매출액,,0,0,0,,,,,,,,,,
302,PL,상품매출,매출액,,0,0,0,,,,,,,,,,
303,PL,기타매출,매출액,,0,0,0,,,,,,,,,,
304,PL,제품매출원가,매출원가,,0,0,0,,,,,,,,,,
305,PL,상품매출원가,매출원가,,0,0,0,,,,,,,,,,
306,PL,기타매출원가,매출원가,,0,0,0,,,,,,,,,,
307,PL,매도가능금융자산평가손실,위치파악2,,0,0,0,,,,,,,,,,
308,BS,자산재평가잉여금,기타자본,,0,0,0,,,,,,,,,,
309,PL,매도가능금융자산평가이익,위치파악2,,0,0,0,,,,,,,,,,
310,BS,반환재고회수권,재고자산,,0,0,0,,,,,,,,,,
311,BS,장기금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
312,BS,장기매출채권및기타채권,금융자산,,0,0,0,,0,0,0,,,,,,0
313,BS,공동기업투자,투자주식,,0,0,0,,,,,,,,,,
314,BS,반품충당부채,충당부채,,5,3,0,,,,,,,,,,
316,BS,나기타포괄손익공정가치측정금융자산평가손익,기타자본,,0,0,0,,,,,,,,,,
317,BS,미청구공사,기타자산,,0,0,0,,,,,,,,,,
318,BS,초과청구공사,기타부채,,0,3,1,,,,,,,,,,
319,BS,미수수익,금융자산,,0,0,0,,0,0,0,0,0,0,,,0
1603,BS,기타금융채무,금융부채,,0,3,1,,0,0,0,0,0,0,0,1,0
321,BS,전환권대가,기타자본,,0,0,0,,,,,,,,,,
322,PL,금융손익,금융손익,,0,0,0,,,,,,,,,,
323,BS,상각후원가측정금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
324,BS,관계기업투자자산,투자주식,,0,0,0,,,,,,,,,,
325,BS,예수부채,기타부채,,3,3,0,,,,,,,,,,
1802,BS,기타장기급여채무,충당부채,,0,3,1,,0,0,0,0,0,0,0,1,0
