id,bspl,detailname,largecategory,list_sort,middlecategory,resultname
2332,BS,기타자본잉여금-채무면제이익,재무,,일반,자본잉여금
2333,BS,기타자본잉여금-재평가적립금,재무,,일반,자본잉여금
2334,BS,기타자본잉여금-주식매수선택권,재무,,일반,자본잉여금
2335,BS,기타자본잉여금-전환권대가,재무,,일반,자본잉여금
2336,BS,기타자본잉여금-신주인수권대가,재무,,일반,자본잉여금
2337,BS,기타자본잉여금-신주청약증거금,재무,,일반,자본잉여금
2338,BS,기타자본잉여금-지분법변동,재무,,일반,자본잉여금
2339,BS,기타자본잉여금-부의지분법변동,재무,,일반,자본잉여금
2340,BS,기타자본잉여금-기타,재무,,일반,자본잉여금
2341,BS,기타적립금,재무,,일반,이익잉여금
2342,BS,이익준비금,재무,,일반,이익잉여금
2343,BS,전기이월이익잉여금,재무,,일반,이익잉여금
2344,BS,보험수리적손익,재무,,일반,이익잉여금
2345,BS,당기순이익,재무,,일반,이익잉여금
2346,BS,법정적립금-재무구조개선적립금,재무,,일반,이익잉여금
2347,BS,법정적립금-연구및인력개발준비금,재무,,일반,이익잉여금
2348,BS,법정적립금-해외시장개척준비금,재무,,일반,이익잉여금
2349,BS,법정적립금-해외투자손실준비금,재무,,일반,이익잉여금
2350,BS,법정적립금-자기주식처분손실준비금,재무,,일반,이익잉여금
2351,BS,법정적립금-기업발전적립금,재무,,일반,이익잉여금
2352,BS,법정적립금-기타법정적립금,재무,,일반,이익잉여금
2353,BS,임의적립금-사업확장적립금,재무,,일반,이익잉여금
2354,BS,임의적립금-시설적립금,재무,,일반,이익잉여금
2355,BS,임의적립금-연구및인력개발준비금,재무,,일반,이익잉여금
2356,BS,임의적립금-기타,재무,,일반,이익잉여금
2357,BS,차기이월이익잉여금-전기이월이익잉여금,재무,,일반,이익잉여금
2358,BS,차기이월이익잉여금-당기순이익,재무,,일반,이익잉여금
2359,BS,차기이월이익잉여금-비지배지분초과손실,재무,,일반,이익잉여금
2360,BS,차기이월이익잉여금-전기오류수정이익,재무,,일반,이익잉여금
2361,BS,차기이월이익잉여금-전기오류수정손실,재무,,일반,이익잉여금
2362,BS,차기이월이익잉여금-회계변경누적효과,재무,,일반,이익잉여금
2363,BS,차기이월이익잉여금-지분법이익잉여금변동,재무,,일반,이익잉여금
2364,BS,차기이월이익잉여금-부의지분법이익잉여금변동,재무,,일반,이익잉여금
2365,BS,이익잉여금-기타,재무,,일반,이익잉여금
2366,BS,매도가능증권평가이익,재무,,일반,기타포괄손익누계액
2367,BS,매도가능증권평가손실,재무,,일반,기타포괄손익누계액
2368,BS,기타포괄공정가치자산평가이익,재무,,일반,기타포괄손익누계액
2369,BS,기타포괄공정가치자산평가손실,재무,,일반,기타포괄손익누계액
2370,BS,이자율스왑평가손익,재무,,일반,기타포괄손익누계액
2371,BS,지분법자본변동,재무,,일반,기타포괄손익누계액
2372,BS,부의지분법자본변동,재무,,일반,기타포괄손익누계액
2373,BS,재평가차익,재무,,일반,기타포괄손익누계액
2374,BS,해외사업환산이익,재무,,일반,기타포괄손익누계액
2375,BS,해외사업환산손실,재무,,일반,기타포괄손익누계액
2376,BS,관계기업기타포괄이익,재무,,일반,기타포괄손익누계액
2377,BS,관계기업기타포괄손실,재무,,일반,기타포괄손익누계액
2378,BS,보험수리적이익,재무,,일반,기타포괄손익누계액
2379,BS,보험수리적손실,재무,,일반,기타포괄손익누계액
2380,BS,기타포괄이익누계액-기타,재무,,일반,기타포괄손익누계액
2381,BS,기타포괄손실누계액-기타,재무,,일반,기타포괄손익누계액
2382,BS,자기주식처분손실,재무,,일반,자본조정
2383,BS,종속회사지분매매차이,재무,,일반,자본조정
2384,BS,종속회사지분변동차이,재무,,일반,자본조정
2385,BS,기타의자본조정,재무,,일반,자본조정
2386,BS,지분법자본조정,재무,,일반,자본조정
2387,BS,주식할인발행차금,재무,,일반,자본조정
2388,BS,주식청약미수금,재무,,일반,자본조정
2389,BS,자기주식-보통주,재무,,일반,자본조정
2390,BS,자기주식-우선주,재무,,일반,자본조정
2391,BS,미교부주식배당금,재무,,일반,자본조정
2392,BS,주식매수선택권,재무,,일반,자본조정
2393,BS,감자차손,재무,,일반,자본조정
2394,BS,자기주식처분손,재무,,일반,자본조정
2395,IS,제품매출,손익,,손익,매출
2396,IS,상품매출,손익,,손익,매출
2397,IS,기타매출,손익,,손익,매출
2398,IS,용역매출,손익,,손익,매출
2399,IS,공사매출,손익,,손익,매출
2400,IS,임가공매출,손익,,손익,매출
2401,IS,제품매출원가,손익,,손익,매출원가
2402,IS,상품매출원가,손익,,손익,매출원가
2403,IS,기타매출원가,손익,,손익,매출원가
2404,IS,용역매출원가,손익,,손익,매출원가
2405,IS,공사매출원가,손익,,손익,매출원가
2406,IS,임가공매출원가,손익,,손익,매출원가
2407,IS,급여,손익,,손익,급여
2408,IS,퇴직급여,손익,,손익,급여
2409,IS,복리후생비,손익,,손익,복리후생비
2410,IS,여비교통비,손익,,손익,판관비
2411,IS,교육훈련비,손익,,손익,판관비
2412,IS,통신비,손익,,손익,판관비
2413,IS,수도광열비,손익,,손익,판관비
2414,IS,세금과공과,손익,,손익,판관비
2415,IS,소모품비,손익,,손익,판관비
2416,IS,지급임차료,손익,,손익,지급임차료
2417,IS,수선비,손익,,손익,판관비
2418,IS,보험료,손익,,손익,판관비
2419,IS,접대비,손익,,손익,판관비
2420,IS,광고선전비,손익,,손익,판관비
2421,IS,운반비,손익,,손익,판관비
2422,IS,차량유지비,손익,,손익,판관비
2423,IS,도서비,손익,,손익,판관비
2424,IS,행사비,손익,,손익,판관비
2425,IS,회의비,손익,,손익,판관비
2426,IS,지급수수료,손익,,손익,판관비
2427,IS,임가공비,손익,,손익,판관비
2428,IS,견본비,손익,,손익,판관비
2429,IS,판매수수료,손익,,손익,판관비
2430,IS,판매촉진비,손익,,손익,판관비
2431,IS,시험검사비,손익,,손익,판관비
2432,IS,포장비,손익,,손익,판관비
2433,IS,용역비,손익,,손익,판관비
2434,IS,충당부채전입액,손익,,손익류,충당금(부채)전입(환액)
2435,IS,경상개발비,손익,,손익,판관비
2436,IS,수출제비용,손익,,손익,판관비
2437,IS,기타영업외손익,손익,,손익,기타영업외손익
2438,IS,당기손익공정가치측정금융자산평가이익,손익,,손익류,평가손익
2439,IS,투자부동산처분이익,손익,,손익,기타영업외손익
2440,IS,하자보수충당금환입,손익,,손익류,충당금(부채)전입(환액)
2441,IS,파생상품거래손실,손익,,손익,기타영업외손익
2442,IS,종속관계기업투자주식손상차손,손익,,손익류,손상차손
2443,IS,기타영업외금융손익,손익,,손익,기타영업외금융손익
2444,IS,지분법이익,손익,,손익류,지분법손익
2445,IS,법인세비용,손익,,손익,법인세비용
2446,BS,현금및현금성자산,영업,,현금,현금및현금성자산
2447,BS,단기금융상품,재무,,중간,단기금융상품
2448,BS,매출채권,영업,,일반,매출채권
2449,BS,대손충당금-매출채권,주계정,,차감,대손충당금
2450,BS,미수금,영업,,중간,미수금
2451,BS,미수수익,영업,,중간,미수수익
2452,BS,선급금,영업,,중간,선급금
2453,BS,선급비용,영업,,중간,선급비용
2454,BS,당기손익공정가치측정금융자산,투자,,일반,금융자산
2455,BS,재고자산,영업,,일반,재고자산
2456,BS,기타유동금융자산,투자,,일반,금융자산
2457,BS,기타유동자산,영업,,일반,기타유동자산
2458,BS,당기법인세자산,영업,,일반,기타자산
2459,BS,매각예정자산,영업,,일반,매각예정자산
2460,BS,장기금융상품,투자,,일반,금융자산
2461,BS,파생상품금융자산,투자,,일반,금융자산
2462,BS,종속기업투자주식,투자,,일반,투자주식
2463,BS,유형자산,투자,,일반,유형자산
2464,BS,투자부동산,투자,,일반,투자부동산
2465,BS,무형자산,투자,,일반,무형자산
2466,BS,매입채무,영업,,일반,매입채무
2467,BS,단기차입금,재무,,일반,단기차입금
2468,BS,미지급금,영업,,중간,미지급금
2469,BS,당기법인세부채,영업,,일반,기타부채
2470,BS,선수금,영업,,중간,선수금
2471,BS,예수금,영업,,중간,예수금
2472,BS,미지급비용,영업,,중간,미지급비용
2473,BS,유동성충당부채,영업,,일반,충당부채
2474,BS,유동성장기부채,영업,,일반,기타부채
2475,BS,선수수익,영업,,중간,선수수익
2476,BS,파생상품부채-유동-통화선도,재무,,일반,금융부채
2477,BS,보증금,영업,,일반,보증금
2478,BS,장기차입금,재무,,일반,차입금
2479,BS,순확정급여부채,영업,,일반,급여성부채
2480,BS,비유동성충당부채,영업,,일반,충당부채
2481,BS,기타비유동부채,영업,,일반,기타부채
2482,BS,기타비유동금융부채,재무,,일반,금융부채
2483,BS,보통주자본금,재무,,일반,자본금
2484,BS,자본잉여금,재무,,일반,자본잉여금
2485,BS,이익잉여금,재무,,일반,이익잉여금
2486,BS,기타포괄손익누계액,재무,,일반,기타포괄손익누계액
2487,BS,자본조정,재무,,일반,자본조정
2488,PL,염가매수차액,손익,,손익류,염가매수차액
2489,PL,염가매수차익,손익,,손익류,염가매수차액
2490,PL,염가매수차손,손익,,손익류,염가매수차액
2491,PL,자산수증이익,손익,,손익류,자산수증이익
2492,PL,자산수증수익,손익,,손익류,자산수증이익
2493,PL,매출,손익,,손익,매출
2494,PL,매출원가,손익,,손익,매출원가
2495,PL,판관비,손익,,손익,판관비
2496,PL,충당금(부채)전입(환액),손익,,손익류,충당금(부채)전입(환액)
2497,PL,처분손익,손익,,처분류,처분손익
2498,PL,손상차손,손익,,손익류,손상차손
2499,PL,평가손익,손익,,손익류,평가손익
2500,PL,전기오류수정손익,손익,,손익류,전기오류수정손익
2501,PL,환산손익,손익,,손익류,환산손익
2502,PL,지분법손익,손익,,손익류,지분법손익
2503,PL,비지배지분손익,손익,,손익,비지배지분손익
2504,BS,현재가치할인차금,주계정,,차감,현재가치할인차금
2505,BS,금융자산,투자,,일반,금융자산
2506,BS,평가충당금,주계정,,차감,평가충당금
2507,BS,기타자산,영업,,일반,기타자산
2508,BS,가지급금,영업,,중간,가지급금
2509,BS,투자주식,투자,,일반,투자주식
2510,BS,차입금,재무,,일반,차입금
2511,BS,금융부채,재무,,일반,금융부채
2512,BS,충당부채,영업,,일반,충당부채
2513,BS,기타부채,영업,,일반,기타부채
2514,BS,사채조정,주계정,,차감,사채조정
2515,BS,발행차금,주계정,,차감,발행차금
2516,BS,급여성부채,영업,,일반,급여성부채
2517,BS,자본금,재무,,일반,자본금
2518,BS,이연법인세자산,영업,,일반,이연법인세자산/부채
2519,BS,이연법인세부채,영업,,일반,이연법인세자산/부채
2520,BS,이연법인세자산/부채,영업,,일반,이연법인세자산/부채
2521,BS,사용권자산,투자,,일반,유형자산
2522,BS,금융리스채권,투자,,일반,금융자산
2523,BS,리스채권,투자,,일반,금융자산
2524,BS,보증금현재가치할인차금,주계정,,차감,현재가치할인차금
2525,BS,채권현재가치할인차금,주계정,,차감,현재가치할인차금
2526,BS,사채상환할증금,주계정,,차감,발행차금
2527,BS,우선주상환할증금,주계정,,차감,발행차금
2528,BS,우선주부채,재무,,일반,사채
2529,BS,전환우선주부채,재무,,일반,사채
2530,BS,전환상환우선주부채,재무,,일반,사채
2531,BS,상환우선주부채,재무,,일반,사채
2532,BS,선납세금,영업,,일반,기타자산
2533,BS,리스부채,재무,,일반,금융부채
2534,BS,전환권조정,주계정,,차감,사채조정
2535,BS,상환권조정,주계정,,차감,사채조정
2536,BS,전환사채상환할증금,주계정,,차감,발행차금
2537,BS,전환권대가,재무,,일반,자본잉여금
2538,BS,신주인수권대가,재무,,일반,자본잉여금
2539,PL,무형자산상각,손익,,손익류,무형자산상각비
2540,BS,매출채권현재할인차금,주계정,,차감,현재가치할인차금
2541,PL,건물관리비,손익,,손익,판관비
2542,BS,매출채권대손충당금,주계정,,차감,대손충당금
2543,BS,선급금대손충당금,주계정,,차감,대손충당금
2544,BS,미수금대손충당금,주계정,,차감,대손충당금
2545,BS,미수채권대손충당금,주계정,,차감,대손충당금
