detailname,bspl,resultname,middlecategory,largecategory
매도가능증권평가손실,BS,기타포괄손익누계액,일반,재무
기타포괄공정가치자산평가이익,BS,기타포괄손익누계액,일반,재무
기타포괄공정가치자산평가손실,BS,기타포괄손익누계액,일반,재무
이자율스왑평가손익,BS,기타포괄손익누계액,일반,재무
지분법자본변동,BS,기타포괄손익누계액,일반,재무
부의지분법자본변동,BS,기타포괄손익누계액,일반,재무
재평가차익,BS,기타포괄손익누계액,일반,재무
해외사업환산이익,BS,기타포괄손익누계액,일반,재무
해외사업환산손실,BS,기타포괄손익누계액,일반,재무
관계기업기타포괄이익,BS,기타포괄손익누계액,일반,재무
관계기업기타포괄손실,BS,기타포괄손익누계액,일반,재무
보험수리적이익,BS,기타포괄손익누계액,일반,재무
보험수리적손실,BS,기타포괄손익누계액,일반,재무
기타포괄이익누계액-기타,BS,기타포괄손익누계액,일반,재무
기타포괄손실누계액-기타,BS,기타포괄손익누계액,일반,재무
자기주식처분손실,BS,자본조정,일반,재무
종속회사지분매매차이,BS,자본조정,일반,재무
종속회사지분변동차이,BS,자본조정,일반,재무
기타의자본조정,BS,자본조정,일반,재무
지분법자본조정,BS,자본조정,일반,재무
주식할인발행차금,BS,자본조정,일반,재무
주식청약미수금,BS,자본조정,일반,재무
자기주식-보통주,BS,자본조정,일반,재무
자기주식-우선주,BS,자본조정,일반,재무
미교부주식배당금,BS,자본조정,일반,재무
주식매수선택권,BS,자본조정,일반,재무
감자차손,BS,자본조정,일반,재무
자기주식처분손,BS,자본조정,일반,재무
제품매출,IS,매출,손익,손익
상품매출,IS,매출,손익,손익
기타매출,IS,매출,손익,손익
용역매출,IS,매출,손익,손익
공사매출,IS,매출,손익,손익
임가공매출,IS,매출,손익,손익
제품매출원가,IS,매출원가,손익,손익
상품매출원가,IS,매출원가,손익,손익
기타매출원가,IS,매출원가,손익,손익
용역매출원가,IS,매출원가,손익,손익
공사매출원가,IS,매출원가,손익,손익
임가공매출원가,IS,매출원가,손익,손익
급여,IS,급여,손익,손익
퇴직급여,IS,급여,손익,손익
복리후생비,IS,복리후생비,손익,손익
여비교통비,IS,판관비,손익,손익
교육훈련비,IS,판관비,손익,손익
통신비,IS,판관비,손익,손익
수도광열비,IS,판관비,손익,손익
세금과공과,IS,판관비,손익,손익
소모품비,IS,판관비,손익,손익
지급임차료,IS,지급임차료,손익,손익
수선비,IS,판관비,손익,손익
보험료,IS,판관비,손익,손익
접대비,IS,판관비,손익,손익
광고선전비,IS,판관비,손익,손익
운반비,IS,판관비,손익,손익
차량유지비,IS,판관비,손익,손익
도서비,IS,판관비,손익,손익
행사비,IS,판관비,손익,손익
회의비,IS,판관비,손익,손익
지급수수료,IS,판관비,손익,손익
임가공비,IS,판관비,손익,손익
견본비,IS,판관비,손익,손익
판매수수료,IS,판관비,손익,손익
판매촉진비,IS,판관비,손익,손익
시험검사비,IS,판관비,손익,손익
포장비,IS,판관비,손익,손익
용역비,IS,판관비,손익,손익
충당부채전입액,IS,충당금(부채)전입(환액),손익류,손익
경상개발비,IS,판관비,손익,손익
수출제비용,IS,판관비,손익,손익
기타영업외손익,IS,기타영업외손익,손익,손익
당기손익공정가치측정금융자산평가이익,IS,평가손익,손익류,손익
투자부동산처분이익,IS,기타영업외손익,손익,손익
하자보수충당금환입,IS,충당금(부채)전입(환액),손익류,손익
파생상품거래손실,IS,기타영업외손익,손익,손익
종속관계기업투자주식손상차손,IS,손상차손,손익류,손익
기타영업외금융손익,IS,기타영업외금융손익,손익,손익
지분법이익,IS,지분법손익,손익류,손익
법인세비용,IS,법인세비용,손익,손익
현금및현금성자산,BS,현금및현금성자산,현금,영업
단기금융상품,BS,단기금융상품,중간,재무
매출채권,BS,매출채권,일반,영업
대손충당금-매출채권,BS,대손충당금,차감,주계정
미수금,BS,미수금,중간,영업
미수수익,BS,미수수익,중간,영업
선급금,BS,선급금,중간,영업
선급비용,BS,선급비용,중간,영업
당기손익공정가치측정금융자산,BS,금융자산,일반,투자
재고자산,BS,재고자산,일반,영업
기타유동금융자산,BS,금융자산,일반,투자
기타유동자산,BS,기타유동자산,일반,영업
당기법인세자산,BS,기타자산,일반,영업
매각예정자산,BS,매각예정자산,일반,영업
장기금융상품,BS,금융자산,일반,투자
파생상품금융자산,BS,금융자산,일반,투자
종속기업투자주식,BS,투자주식,일반,투자
유형자산,BS,유형자산,일반,투자
투자부동산,BS,투자부동산,일반,투자
무형자산,BS,무형자산,일반,투자
매입채무,BS,매입채무,일반,영업
단기차입금,BS,단기차입금,일반,재무
미지급금,BS,미지급금,중간,영업
당기법인세부채,BS,기타부채,일반,영업
선수금,BS,선수금,중간,영업
예수금,BS,예수금,일반,영업
미지급비용,BS,미지급비용,중간,영업
유동성충당부채,BS,충당부채,일반,영업
유동성장기부채,BS,기타부채,일반,영업
선수수익,BS,선수수익,중간,영업
파생상품부채-유동-통화선도,BS,금융부채,일반,재무
보증금,BS,보증금,일반,영업
장기차입금,BS,차입금,일반,재무
순확정급여부채,BS,급여성부채,일반,영업
비유동성충당부채,BS,충당부채,일반,영업
기타비유동부채,BS,기타부채,일반,영업
기타비유동금융부채,BS,금융부채,일반,재무
보통주자본금,BS,자본금,일반,재무
자본잉여금,BS,자본잉여금,일반,재무
이익잉여금,BS,이익잉여금,일반,재무
기타포괄손익누계액,BS,기타포괄손익누계액,일반,재무
자본조정,BS,자본조정,일반,재무
염가매수차액,PL,염가매수차액,손익류,손익
염가매수차익,PL,염가매수차액,손익류,손익
염가매수차손,PL,염가매수차액,손익류,손익
자산수증이익,PL,자산수증이익,손익류,손익
자산수증수익,PL,자산수증이익,손익류,손익
매출,PL,매출,손익,손익
매출원가,PL,매출원가,손익,손익
판관비,PL,판관비,손익,손익
충당금(부채)전입(환액),PL,충당금(부채)전입(환액),손익류,손익
처분손익,PL,처분손익,처분류,손익
손상차손,PL,손상차손,손익류,손익
평가손익,PL,평가손익,손익류,손익
전기오류수정손익,PL,전기오류수정손익,손익류,손익
환산손익,PL,환산손익,손익류,손익
지분법손익,PL,지분법손익,손익류,손익
비지배지분손익,PL,비지배지분손익,손익,손익
현재가치할인차금,BS,현재가치할인차금,차감,주계정
금융자산,BS,금융자산,일반,투자
평가충당금,BS,평가충당금,차감,주계정
기타자산,BS,기타자산,일반,영업
가지급금,BS,가지급금,중간,영업
투자주식,BS,투자주식,일반,투자
차입금,BS,차입금,일반,재무
금융부채,BS,금융부채,일반,재무
충당부채,BS,충당부채,일반,영업
기타부채,BS,기타부채,일반,영업
사채조정,BS,사채조정,차감,주계정
발행차금,BS,발행차금,차감,주계정
급여성부채,BS,급여성부채,일반,영업
자본금,BS,자본금,일반,재무
이연법인세자산,BS,이연법인세자산/부채,일반,영업
이연법인세부채,BS,이연법인세자산/부채,일반,영업
이연법인세자산/부채,BS,이연법인세자산/부채,일반,영업
사용권자산,BS,유형자산,일반,영업
금융리스채권,BS,금융자산,일반,투자
리스채권,BS,금융자산,일반,투자
보증금현재가치할인차금,BS,현재가치할인차금,차감,주계정
채권현재가치할인차금,BS,현재가치할인차금,차감,주계정
사채상환할증금,BS,발행차금,차감,주계정
우선주상환할증금,BS,발행차금,차감,주계정
우선주부채,BS,사채,일반,재무
전환우선주부채,BS,사채,일반,재무
전환상환우선주부채,BS,사채,일반,재무
상환우선주부채,BS,사채,일반,재무
선납세금,BS,기타자산,일반,영업
리스부채,BS,금융부채,일반,재무
전환권조정,BS,사채조정,차감,주계정
상환권조정,BS,사채조정,차감,주계정
전환사채상환할증금,BS,발행차금,차감,주계정
전환권대가,BS,자본잉여금,일반,재무
신주인수권대가,BS,자본잉여금,일반,재무
무형자산상각,PL,무형자산상각비,손익류,손익
매출채권현재할인차금,BS,현재가치할인차금,차감,주계정
건물관리비,PL,판관비,손익,손익
매출채권대손충당금,BS,대손충당금,차감,주계정
선급금대손충당금,BS,대손충당금,차감,주계정
미수금대손충당금,BS,대손충당금,차감,주계정
미수채권대손충당금,BS,대손충당금,차감,주계정
