bspl,detailname,resultname,resultname_old
BS,기타포괄이익누계액-기타,기타포괄손익누계액,기타포괄손익누계액
BS,기타포괄손실누계액-기타,기타포괄손익누계액,기타포괄손익누계액
BS,자기주식처분손실,자본조정,자본조정
BS,종속회사지분매매차이,자본조정,자본조정
BS,종속회사지분변동차이,자본조정,자본조정
BS,기타의자본조정,자본조정,자본조정
BS,지분법자본조정,자본조정,자본조정
BS,주식할인발행차금,자본조정,자본조정
BS,주식청약미수금,자본조정,자본조정
BS,자기주식-보통주,자본조정,자본조정
BS,자기주식-우선주,자본조정,자본조정
BS,미교부주식배당금,자본조정,자본조정
BS,주식매수선택권,자본조정,자본조정
BS,감자차손,자본조정,자본조정
BS,자기주식처분손,자본조정,자본조정
IS,제품매출,매출,제품매출
IS,상품매출,매출,상품매출
IS,기타매출,매출,기타매출
IS,용역매출,매출,용역매출
IS,공사매출,매출,공사매출
IS,임가공매출,매출,임가공매출
IS,제품매출원가,매출원가,제품매출원가
IS,상품매출원가,매출원가,상품매출원가
IS,기타매출원가,매출원가,기타매출원가
IS,용역매출원가,매출원가,용역매출원가
IS,공사매출원가,매출원가,공사매출원가
IS,임가공매출원가,매출원가,임가공매출원가
IS,급여,급여,급여
IS,퇴직급여,퇴직급여,퇴직급여
IS,복리후생비,복리후생비,복리후생비
IS,여비교통비,판관비,여비교통비
IS,교육훈련비,판관비,교육훈련비
IS,통신비,판관비,통신비
IS,수도광열비,판관비,수도광열비
IS,세금과공과,판관비,세금과공과
IS,소모품비,판관비,소모품비
IS,지급임차료,지급임차료,지급임차료
IS,감가상각비,감가상각비,감가상각비
IS,수선비,판관비,수선비
IS,보험료,판관비,보험료
IS,접대비,판관비,접대비
IS,광고선전비,판관비,광고선전비
IS,운반비,판관비,운반비
IS,차량유지비,판관비,차량유지비
IS,도서비,판관비,도서비
IS,행사비,판관비,행사비
IS,회의비,판관비,회의비
IS,지급수수료,판관비,지급수수료
IS,대손상각비,대손상각비,대손상각비
IS,무형자산상각비,무형자산상각비,무형자산상각비
IS,임가공비,판관비,임가공비
IS,견본비,판관비,견본비
IS,판매수수료,판관비,판매수수료
IS,판매촉진비,판관비,판매촉진비
IS,시험검사비,판관비,시험검사비
IS,포장비,판관비,포장비
IS,용역비,판관비,용역비
IS,충당부채전입액,충당부채전입액,충당부채전입액
IS,경상개발비,경상개발비,경상개발비
IS,수출제비용,판관비,수출제비용
IS,기타영업외손익,기타영업외손익,기타영업외손익
IS,당기손익공정가치측정금융자산평가이익,기타영업외손익,당기손익공정가치측정금융자산평가이익
IS,투자부동산처분이익,기타영업외손익,투자부동산처분이익
IS,하자보수충당금환입,충당부채전입액,하자보수충당금환입
IS,파생상품거래손실,기타영업외손익,파생상품거래손실
IS,종속관계기업투자주식손상차손,투자주식손상차손,종속관계기업투자주식손상차손
IS,기타영업외금융손익,기타영업외금융손익,기타영업외금융손익
IS,지분법이익,지분법손익,지분법이익
IS,법인세비용,법인세비용,법인세비용
BS,현금및현금성자산,현금및현금성자산,현금및현금성자산
BS,단기금융상품,단기금융상품,단기금융상품
BS,매출채권,매출채권,매출채권
BS,대손충당금-매출채권,대손충당금-매출채권,대손충당금-매출채권
BS,미수금,미수금,미수금
BS,미수수익,미수수익,미수수익
BS,선급금,선급금,선급금
BS,선급비용,선급비용,선급비용
BS,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산,당기손익공정가치측정금융자산
BS,재고자산,재고자산,재고자산
BS,기타유동금융자산,기타유동금융자산,기타유동금융자산
BS,기타유동자산,기타유동자산,기타유동자산
BS,당기법인세자산,당기법인세자산,당기법인세자산
BS,매각예정자산,매각예정자산,매각예정자산
BS,장기금융상품,장기금융상품,장기금융상품
BS,파생상품금융자산,파생상품금융자산,파생상품금융자산
BS,종속기업투자주식,종속기업투자주식,종속기업투자주식
BS,유형자산,유형자산,유형자산
BS,투자부동산,투자부동산,투자부동산
BS,무형자산,무형자산,무형자산
BS,매입채무,매입채무,매입채무
BS,단기차입금,단기차입금,단기차입금
BS,미지급금,미지급금,미지급금
BS,당기법인세부채,당기법인세부채,당기법인세부채
BS,선수금,선수금,선수금
BS,예수금,예수금,예수금
BS,미지급비용,미지급비용,미지급비용
BS,유동성충당부채,유동성충당부채,유동성충당부채
BS,유동성장기부채,유동성장기부채,유동성장기부채
BS,선수수익,선수수익,선수수익
BS,파생상품부채-유동-통화선도,파생상품부채,파생상품부채-유동-통화선도
BS,보증금,보증금,보증금
BS,장기차입금,장기차입금,장기차입금
BS,순확정급여부채,순확정급여부채,순확정급여부채
BS,비유동성충당부채,비유동성충당부채,비유동성충당부채
BS,기타비유동부채,기타비유동부채,기타비유동부채
BS,기타비유동금융부채,기타비유동금융부채,기타비유동금융부채
BS,보통주자본금,보통주자본금,보통주자본금
BS,자본잉여금,자본잉여금,자본잉여금
BS,이익잉여금,이익잉여금,이익잉여금
BS,기타포괄손익누계액,기타포괄손익누계액,기타포괄손익누계액
BS,자본조정,자본조정,자본조정
